SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	paramormyrops_kingsleyae	ENSPKIP00000032627	PGUA01000005.1	3106991	3113353	-1	ENSPKIG00000012643	actl6a
SEQ	microtus_ochrogaster	ENSMOCP00000014743	1	64228909	64244430	1	ENSMOCG00000014148	Actl6a
SEQ	poecilia_formosa	ENSPFOP00000015063	KI519662.1	2715876	2719317	-1	ENSPFOG00000014996	actl6a
SEQ	cyprinus_carpio	ENSCCRP00000047028	LN590975.1	537599	545478	-1	ENSCCRG00000025084	actl6a
SEQ	cavia_porcellus	ENSCPOP00000032854	DS562902.1	10499665	10524873	1	ENSCPOG00000025370	ACTL6A
SEQ	pavo_cristatus	ENSPSTP00000004168	QZWQ01000384.1	280488	285841	-1	ENSPSTG00000003026	ACTL6A
SEQ	physeter_catodon	ENSPCTP00005003652	1	72681012	72713236	1	ENSPCTG00005002626	ACTL6A
SEQ	meleagris_gallopavo	ENSMGAP00000010109	11	17463815	17470734	-1	ENSMGAG00000009756	ACTL6A
SEQ	gambusia_affinis	ENSGAFP00000019866	NHOQ01001926.1	42321	49749	1	ENSGAFG00000013426	actl6a
SEQ	poecilia_mexicana	ENSPMEP00000027836	KQ552176.1	215090	229381	1	ENSPMEG00000012540	actl6a
SEQ	petromyzon_marinus	ENSPMAP00000006648	GL485439	3276	11621	1	ENSPMAG00000005997	actl6a
SEQ	anabas_testudineus	ENSATEP00000014180	OOHO01000016.1	13899927	13907784	-1	ENSATEG00000009849	actl6a
SEQ	oryzias_melastigma	ENSOMEP00000030105	NVQA01000014.1	14815627	14830642	1	ENSOMEG00000014174	actl6a
SEQ	chlorocebus_sabaeus	ENSCSAP00000009191	15	9837274	9863430	-1	ENSCSAG00000013017	ACTL6A
SEQ	oncorhynchus_kisutch	ENSOKIP00005046806	LG13	46922567	46937709	1	ENSOKIG00005019695	actl6a
SEQ	equus_caballus	ENSECAP00000011372	19	20983694	21014435	1	ENSECAG00000013622	ACTL6A
SEQ	oryzias_latipes	ENSORLP00000032955	4	9034492	9046623	-1	ENSORLG00000005759	actl6a
SEQ	capra_hircus	ENSCHIP00000016944	1	87194318	87227733	-1	ENSCHIG00000017016	ACTL6A
SEQ	sinocyclocheilus_anshuiensis	ENSSANP00000079886	LAVE01S005922.1	333672	357311	1	ENSSANG00000039592	actl6a
SEQ	myotis_lucifugus	ENSMLUP00000016409	GL429781	14268233	14280881	-1	ENSMLUG00000024899	ACTL6A
SEQ	falco_tinnunculus	ENSFTIP00000008397	ML996772.1	17781177	17790365	-1	ENSFTIG00000005689	ACTL6A
SEQ	cyprinodon_variegatus	ENSCVAP00000023955	KL653887.1	77600	87491	-1	ENSCVAG00000007621	actl6a
SEQ	apteryx_owenii	ENSAOWP00000024335	PTFC01000002.1	9532459	9541551	1	ENSAOWG00000016395	ACTL6A
SEQ	otolemur_garnettii	ENSOGAP00000015178	GL873597.1	1367046	1389886	-1	ENSOGAG00000016951	ACTL6A
SEQ	erinaceus_europaeus	ENSEEUP00000011049	GeneScaffold_4031	88	13515	1	ENSEEUG00000012092	ACTL6A
SEQ	oryzias_javanicus	ENSOJAP00000000533	4	8097685	8110313	-1	ENSOJAG00000000347	actl6a
SEQ	erpetoichthys_calabaricus	ENSECRP00000017045	2	129771690	129833250	-1	ENSECRG00000011329	actl6a
SEQ	salmo_trutta	ENSSTUP00000040215	17	8147682	8164682	-1	ENSSTUG00000017078	actl6a
SEQ	saimiri_boliviensis_boliviensis	ENSSBOP00000021378	JH378125.1	1095230	1117359	1	ENSSBOG00000027162	ACTL6A
SEQ	canis_lupus_familiarisbasenji	ENSCAFP00030029845	34	29203603	29229539	-1	ENSCAFG00030018531	ACTL6A
SEQ	pogona_vitticeps	ENSPVIP00000013046	CEMB01018526.1	1826146	1848279	1	ENSPVIG00000009547	ACTL6A
SEQ	salmo_salar	ENSSSAP00000005798	ssa10	8721354	8739167	-1	ENSSSAG00000002898	acl6b
SEQ	sinocyclocheilus_grahami	ENSSGRP00000090803	LCYQ01S000352.1	123290	143497	-1	ENSSGRG00000045146	actl6a
SEQ	catagonus_wagneri	ENSCWAP00000018388	PVHT021183693.1	35320853	35351370	1	ENSCWAG00000014148	ACTL6A
SEQ	heterocephalus_glaber_female	ENSHGLP00000008335	JH602090.1	11552499	11553603	-1	ENSHGLG00000006033	NULL
SEQ	astatotilapia_calliptera	ENSACLP00000028875	23	151305	157125	1	ENSACLG00000019562	actl6a
SEQ	monodon_monoceros	ENSMMNP00015002381	SIHG01006953.1	87043072	87070475	-1	ENSMMNG00015001826	ACTL6A
SEQ	ciona_savignyi	ENSCSAVP00000016884	reftig_90	512214	513868	-1	ENSCSAVG00000009929	NULL
SEQ	cercocebus_atys	ENSCATP00000005293	KQ010918.1	1540747	1566757	1	ENSCATG00000017467	ACTL6A
SEQ	catharus_ustulatus	ENSCUSP00005014261	10	19645343	19653642	-1	ENSCUSG00005009145	ACTL6A
SEQ	cyprinus_carpio	ENSCCRP00000046891	LN590975.1	370650	376700	-1	ENSCCRG00000024746	actl6a
SEQ	canis_lupus_familiarisgreatdane	ENSCAFP00040032279	34	12909485	12937504	1	ENSCAFG00040020048	ACTL6A
SEQ	taeniopygia_guttata	ENSTGUP00000011004	9	18865711	18876457	-1	ENSTGUG00000010657	ACTL6A
SEQ	heterocephalus_glaber_female	ENSHGLP00000018650	JH602043.1	57305053	57337797	1	ENSHGLG00000013350	ACTL6A
SEQ	latimeria_chalumnae	ENSLACP00000016801	JH126672.1	1103432	1123362	-1	ENSLACG00000014797	ACTL6A
SEQ	sinocyclocheilus_grahami	ENSSGRP00000031661	LCYQ01S000131.1	1169978	1183547	-1	ENSSGRG00000017444	actl6a
SEQ	leptobrachium_leishanense	ENSLLEP00000044255	4	130766864	130779285	1	ENSLLEG00000028118	NULL
SEQ	mustela_putorius_furo	ENSMPUP00000017104	GL896952.1	11608014	11641248	1	ENSMPUG00000017212	ACTL6A
SEQ	parambassis_ranga	ENSPRNP00000051943	4	13419189	13425859	-1	ENSPRNG00000024563	actl6a
SEQ	zosterops_lateralis_melanops	ENSZLMP00000020782	LAII01000006.1	4917336	4925825	-1	ENSZLMG00000014276	ACTL6A
SEQ	callorhinchus_milii	ENSCMIP00000005120	KI635855.1	18218143	18228748	1	ENSCMIG00000002701	actl6a
SEQ	zonotrichia_albicollis	ENSZALP00000006372	KB913061.1	3497365	3505066	1	ENSZALG00000005817	ACTL6A
SEQ	amphilophus_citrinellus	ENSACIP00000016361	CCOE01000057.1	757440	766379	-1	ENSACIG00000012720	actl6a
SEQ	oncorhynchus_kisutch	ENSOKIP00005090701	LG4	9465755	9489778	-1	ENSOKIG00005039461	actl6a
SEQ	chrysemys_picta_bellii	ENSCPBP00000039069	KK082970.1	2155525	2169519	1	ENSCPBG00000026932	ACTL6A
SEQ	chelydra_serpentina	ENSCSRP00000005447	ML689098.1	40447040	40458956	1	ENSCSRG00000004043	ACTL6A
SEQ	cricetulus_griseus_chok1gshd	ENSCGRP00001011850	scaffold_7	53691361	53709750	-1	ENSCGRG00001013395	Actl6a
SEQ	fundulus_heteroclitus	ENSFHEP00000025324	KN811493.1	69210	82194	1	ENSFHEG00000007515	actl6a
SEQ	octodon_degus	ENSODEP00000006911	JH651545.1	3032995	3034280	-1	ENSODEG00000005156	NULL
SEQ	gorilla_gorilla	ENSGGOP00000015328	3	182601831	182628026	1	ENSGGOG00000015710	ACTL6A
SEQ	sphaeramia_orbicularis	ENSSORP00005011920	4	51857835	51880069	-1	ENSSORG00005005474	actl6a
SEQ	myripristis_murdjan	ENSMMDP00005054991	4	8306062	8318345	1	ENSMMDG00005024643	actl6a
SEQ	moschus_moschiferus	ENSMMSP00000004512	PVHU020000827.1	12032809	12062172	-1	ENSMMSG00000003389	ACTL6A
SEQ	mola_mola	ENSMMOP00000025779	KV751319.1	9471895	9485767	1	ENSMMOG00000019546	actl6a
SEQ	sorex_araneus	ENSSARP00000012646	GeneScaffold_3269	45136	59927	1	ENSSARG00000013987	ACTL6A
SEQ	ciona_intestinalis	ENSCINP00000010732	2	2681043	2683098	1	ENSCING00000005212	NULL
SEQ	vombatus_ursinus	ENSVURP00010016336	UNPS02014810.1	20939017	20970189	-1	ENSVURG00010012511	ACTL6A
SEQ	nomascus_leucogenys	ENSNLEP00000027914	11	104300311	104323185	1	ENSNLEG00000035913	ACTL6A
SEQ	kryptolebias_marmoratus	ENSKMAP00000029790	LWHD01000009.1	366914	373692	1	ENSKMAG00000022032	actl6a
SEQ	mus_pahari	MGP_PahariEiJ_P0068256	4	27385844	27404013	1	MGP_PahariEiJ_G0026365	Actl6a
SEQ	mus_caroli	MGP_CAROLIEiJ_P0057253	3	27715787	27734916	1	MGP_CAROLIEiJ_G0024920	Actl6a
SEQ	mus_spretus	MGP_SPRETEiJ_P0059513	3	29581646	29598779	1	MGP_SPRETEiJ_G0025854	Actl6a
SEQ	cricetulus_griseus_picr	ENSCGRP00015036150	RAZU01000050.1	13550292	13567132	-1	ENSCGRG00015027102	Actl6a
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000016541	6	16607545	16625327	1	ENSPEMG00000015742	Actl6a
SEQ	marmota_marmota_marmota	ENSMMMP00000004598	CZRN01000038.1	3700161	3729800	-1	ENSMMMG00000004175	ACTL6A
SEQ	spermophilus_dauricus	ENSSDAP00000008818	KZ294235.1	2316865	2334207	1	ENSSDAG00000008028	ACTL6A
SEQ	sphenodon_punctatus	ENSSPUP00000019029	QEPC01012362.1	8315777	8335787	-1	ENSSPUG00000014641	ACTL6A
SEQ	macaca_fascicularis	ENSMFAP00000014208	2	84068106	84093159	1	ENSMFAG00000030153	ACTL6A
SEQ	aotus_nancymaae	ENSANAP00000020513	KZ202137.1	234549	259135	-1	ENSANAG00000028039	ACTL6A
SEQ	bison_bison_bison	ENSBBBP00000008664	KN265082.1	1111506	1142598	1	ENSBBBG00000004132	ACTL6A
SEQ	strix_occidentalis_caurina	ENSSOCP00000018189	NIFN01000502.1	2650010	2657652	1	ENSSOCG00000013609	ACTL6A
