SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	carassius_auratus	ENSCARP00000016114	10	20195398	20199951	-1	ENSCARG00000007209	actr1
SEQ	sinocyclocheilus_anshuiensis	ENSSANP00000095951	LAVE01S000046.1	1079534	1085513	1	ENSSANG00000047013	actr1
SEQ	amazona_collaria	ENSACOP00000001265	RQIO01000017.1	6647742	6661247	-1	ENSACOG00000000928	ACTR1A
SEQ	chrysemys_picta_bellii	ENSCPBP00000004001	KK088201.1	3288909	3308758	1	ENSCPBG00000003255	ACTR1A
SEQ	gouania_willdenowi	ENSGWIP00000013928	12	3649349	3661560	-1	ENSGWIG00000007830	actr1
SEQ	drosophila_melanogaster	FBpp0082121	3R	12691743	12694232	1	FBgn0011745	Arp1
SEQ	podarcis_muralis	ENSPMRP00000005930	5	55533853	55546275	1	ENSPMRG00000004019	ACTR1A
SEQ	theropithecus_gelada	ENSTGEP00000025823	9	99064515	99088101	-1	ENSTGEG00000020797	ACTR1A
SEQ	buteo_japonicus	ENSBJAP00000002752	ML989504.1	15462458	15473133	1	ENSBJAG00000001960	ACTR1A
SEQ	anabas_testudineus	ENSATEP00000007262	OOHO01000014.1	23873537	23883444	1	ENSATEG00000005097	actr1
SEQ	procavia_capensis	ENSPCAP00000010817	GeneScaffold_3529	19811	35558	-1	ENSPCAG00000011578	ACTR1A
SEQ	echinops_telfairi	ENSETEP00000001918	GeneScaffold_1949	239398	269198	-1	ENSETEG00000002362	ACTR1A
SEQ	bos_taurus	ENSBTAP00000028053	26	23088515	23104847	-1	ENSBTAG00000021067	ACTR1A
SEQ	anolis_carolinensis	ENSACAP00000003966	AAWZ02038352	1873	11960	1	ENSACAG00000004000	NULL
SEQ	aquila_chrysaetos_chrysaetos	ENSACCP00020013327	11	15305555	15323617	1	ENSACCG00020009175	ACTR1A
SEQ	stegastes_partitus	ENSSPAP00000012082	KK581950.1	3778	15394	-1	ENSSPAG00000009162	actr1
SEQ	octodon_degus	ENSODEP00000011270	JH651557.1	2138705	2153321	-1	ENSODEG00000008379	ACTR1A
SEQ	cricetulus_griseus_picr	ENSCGRP00015027615	RAZU01000135.1	15203816	15221945	1	ENSCGRG00015020926	Actr1a
SEQ	cyprinus_carpio_germanmirror	ENSCCRP00010049980	SAUK01000029.1	6738315	6743451	1	ENSCCRG00010020331	actr1
SEQ	salmo_trutta	ENSSTUP00000034650	27	20314544	20333020	-1	ENSSTUG00000014695	NULL
SEQ	chrysolophus_pictus	ENSCPIP00010008452	KZ860441.1	641019	654201	1	ENSCPIG00010006598	ACTR1A
SEQ	oncorhynchus_tshawytscha	ENSOTSP00005050291	20	16990126	16997471	1	ENSOTSG00005024016	actr1
SEQ	bos_taurus_hybrid	ENSBIXP00000030262	26	22220421	22236752	-1	ENSBIXG00000012161	ACTR1A
SEQ	poecilia_reticulata	ENSPREP00000019244	LG12	1631302	1642096	-1	ENSPREG00000013010	actr1
SEQ	pygocentrus_nattereri	ENSPNAP00000029589	KV575315.1	459720	474212	1	ENSPNAG00000015765	actr1
SEQ	ochotona_princeps	ENSOPRP00000006067	GeneScaffold_1091	277209	292555	-1	ENSOPRG00000006626	ACTR1A
SEQ	hucho_hucho	ENSHHUP00000060267	QNTS01003966.1	9100	16172	-1	ENSHHUG00000035681	actr1
SEQ	suricata_suricatta	ENSSSUP00005002103	2	160646775	160661593	-1	ENSSSUG00005001428	ACTR1A
SEQ	pongo_abelii	ENSPPYP00000003029	10	101529956	101554204	-1	ENSPPYG00000002605	ACTR1A
SEQ	ovis_aries	ENSOARP00000001161	22	22268574	22283225	-1	ENSOARG00000001115	ACTR1A
SEQ	malurus_cyaneus_samueli	ENSMCSP00000008455	6	11845291	11887535	1	ENSMCSG00000006025	ACTR1A
SEQ	anas_zonorhyncha	ENSAZOP00000018639	NOIK01000410.1	272794	285333	1	ENSAZOG00000012118	ACTR1A
SEQ	apteryx_owenii	ENSAOWP00000007288	PTFC01000061.1	1389272	1403636	1	ENSAOWG00000005006	ACTR1A
SEQ	oncorhynchus_kisutch	ENSOKIP00005018414	LG3	27136629	27153891	1	ENSOKIG00005008037	NULL
SEQ	rhinopithecus_roxellana	ENSRROP00000031427	KN299774.1	3237420	3249710	-1	ENSRROG00000039390	ACTR1A
SEQ	oncorhynchus_kisutch	ENSOKIP00005072087	LG8	31488152	31492552	-1	ENSOKIG00005031037	NULL
SEQ	gopherus_agassizii	ENSGAGP00000018004	PPEB01002594.1	3331	22916	1	ENSGAGG00000013350	ACTR1A
SEQ	delphinapterus_leucas	ENSDLEP00000013505	ML702075.1	26204291	26211147	1	ENSDLEG00000009891	ACTR1A
SEQ	heterocephalus_glaber_female	ENSHGLP00000002834	JH602144.1	1859043	1881307	-1	ENSHGLG00000002124	ACTR1A
SEQ	bos_indicus_hybrid	ENSBIXP00005032535	26	28373136	28389473	1	ENSBIXG00005001499	ACTR1A
SEQ	aotus_nancymaae	ENSANAP00000032554	KZ200969.1	7620015	7632106	-1	ENSANAG00000033970	ACTR1A
SEQ	ovis_aries_rambouillet	ENSOARP00020008152	22	25715112	25729965	-1	ENSOARG00020006381	ACTR1A
SEQ	varanus_komodoensis	ENSVKKP00000021697	SJPD01000001.1	97061136	97076373	-1	ENSVKKG00000014504	ACTR1A
SEQ	pteropus_vampyrus	ENSPVAP00000010643	GeneScaffold_844	200270	213317	-1	ENSPVAG00000011290	ACTR1A
SEQ	struthio_camelus_australis	ENSSCUP00000002610	KL205881.1	1342868	1353911	-1	ENSSCUG00000001959	ACTR1A
SEQ	pseudonaja_textilis	ENSPTXP00000000562	ULFR01000026.1	504623	520043	-1	ENSPTXG00000000511	ACTR1A
SEQ	catharus_ustulatus	ENSCUSP00005006104	8	12907286	12920245	1	ENSCUSG00005003842	ACTR1A
SEQ	pogona_vitticeps	ENSPVIP00000018083	CEMB01020351.1	885144	900926	1	ENSPVIG00000013845	ACTR1A
SEQ	mastacembelus_armatus	ENSMAMP00000017658	OOHQ01000096.1	20263372	20271447	1	ENSMAMG00000011939	actr1
SEQ	lepisosteus_oculatus	ENSLOCP00000015587	LG5	36719283	36735984	-1	ENSLOCG00000012666	ACTR1A
SEQ	sinocyclocheilus_grahami	ENSSGRP00000059725	LCYQ01S000318.1	378775	386651	1	ENSSGRG00000030786	actr1
SEQ	salvator_merianae	ENSSMRP00000008960	QVOM01000049.1	1418531	1436101	-1	ENSSMRG00000007165	ACTR1A
SEQ	fundulus_heteroclitus	ENSFHEP00000027845	KN805745.1	381639	396211	1	ENSFHEG00000011585	actr1
SEQ	sinocyclocheilus_grahami	ENSSGRP00000054608	LCYQ01S000110.1	2760142	2774397	-1	ENSSGRG00000028461	actr1
SEQ	poecilia_mexicana	ENSPMEP00000034191	KQ551545.1	215112	222236	1	ENSPMEG00000023249	actr1
SEQ	rattus_norvegicus	ENSRNOP00000026792	1	266123870	266142538	-1	ENSRNOG00000019725	Actr1a
SEQ	homo_sapiens	ENSP00000358921	10	102479229	102502712	-1	ENSG00000138107	ACTR1A
SEQ	oryzias_javanicus	ENSOJAP00000023882	12	29966294	29972410	1	ENSOJAG00000012118	actr1
SEQ	gallus_gallus	ENSGALP00000013109	6	24122168	24136313	-1	ENSGALG00000008086	ACTR1A
SEQ	caenorhabditis_elegans	Y53F4B.22a.1	II	15120301	15123345	1	WBGene00013168	arp-1
SEQ	ursus_americanus	ENSUAMP00000010085	LZNR01003449.1	52803	70119	-1	ENSUAMG00000008331	ACTR1A
SEQ	hucho_hucho	ENSHHUP00000026873	QNTS01000302.1	216688	230443	-1	ENSHHUG00000016810	NULL
SEQ	erpetoichthys_calabaricus	ENSECRP00000000494	1	50315327	50346294	1	ENSECRG00000000293	actr1
SEQ	fukomys_damarensis	ENSFDAP00000001713	KN122182.1	1697991	1716766	-1	ENSFDAG00000011626	ACTR1A
SEQ	pan_paniscus	ENSPPAP00000039027	2A	111685561	111686720	1	ENSPPAG00000042220	NULL
SEQ	callithrix_jacchus	ENSCJAP00000047176	NTIC01004446.1	84743836	84757728	-1	ENSCJAG00000018011	ACTR1A
SEQ	melopsittacus_undulatus	ENSMUNP00000013953	JH556628.1	10668820	10682545	1	ENSMUNG00000010878	ACTR1A
SEQ	pundamilia_nyererei	ENSPNYP00000016192	JH419490.1	300144	306493	1	ENSPNYG00000012232	actr1
SEQ	oncorhynchus_tshawytscha	ENSOTSP00005089583	4	25266350	25285018	1	ENSOTSG00005042143	NULL
SEQ	coturnix_japonica	ENSCJPP00005025469	6	20276460	20287791	-1	ENSCJPG00005019983	ACTR1A
SEQ	erythrura_gouldiae	ENSEGOP00005023133	QUSF01000019.1	1141295	1154293	-1	ENSEGOG00005019148	ACTR1A
SEQ	lepisosteus_oculatus	ENSLOCP00000018441	LG1	5726562	5740637	1	ENSLOCG00000014980	actr1
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000020956	15	68893064	68909098	-1	ENSCHYG00000014018	ACTR1A
SEQ	periophthalmus_magnuspinnatus	ENSPMGP00000002748	KN462367.1	2408770	2412057	1	ENSPMGG00000002389	actr1
SEQ	salmo_salar	ENSSSAP00000102744	ssa11	56275143	56281612	1	ENSSSAG00000075329	actr1
SEQ	esox_lucius	ENSELUP00000004918	LG14	13267128	13276172	1	ENSELUG00000006002	actr1
SEQ	gasterosteus_aculeatus	ENSGACP00000002574	scaffold_176	128486	134143	1	ENSGACG00000001938	actr1
SEQ	ficedula_albicollis	ENSFALP00000009075	JH603177.1	16053849	16069190	-1	ENSFALG00000008698	ACTR1A
SEQ	numida_meleagris	ENSNMEP00000015287	5	12529676	12541571	1	ENSNMEG00000013558	ACTR1A
SEQ	mus_pahari	MGP_PahariEiJ_P0022004	1	157723882	157742056	-1	MGP_PahariEiJ_G0014526	Actr1a
SEQ	mus_spretus	MGP_SPRETEiJ_P0051044	19	43973350	43997361	-1	MGP_SPRETEiJ_G0023957	Actr1a
SEQ	mus_caroli	MGP_CAROLIEiJ_P0049038	19	43033046	43051793	-1	MGP_CAROLIEiJ_G0023036	Actr1a
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000004435	1	177513559	177531048	-1	ENSPEMG00000006737	Actr1a
SEQ	marmota_marmota_marmota	ENSMMMP00000026683	CZRN01000040.1	7850277	7866215	-1	ENSMMMG00000023344	ACTR1A
SEQ	spermophilus_dauricus	ENSSDAP00000024169	KZ293988.1	3861262	3877624	1	ENSSDAG00000022021	ACTR1A
