SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene
SEQ	anas_platyrhynchos_platyrhynchos	ENSAPLP00000032802	3	91906928	91970064	1	ENSAPLG00000012238	FAM135A
SEQ	homo_sapiens	ENSP00000410768	6	70413508	70561174	1	ENSG00000082269	FAM135A
SEQ	castor_canadensis	ENSCCNP00000020381	MTKA01002369.1	59067	164716	-1	ENSCCNG00000020278	Fam135a
SEQ	ictidomys_tridecemlineatus	ENSSTOP00000026187	JH393428.1	2340814	2445225	1	ENSSTOG00000021729	FAM135A
SEQ	myotis_lucifugus	ENSMLUP00000010315	GL429826	2387977	2470964	1	ENSMLUG00000011290	FAM135A
SEQ	pogona_vitticeps	ENSPVIP00000025984	CEMB01005766.1	996618	1067879	1	ENSPVIG00000019422	FAM135A
SEQ	gopherus_evgoodei	ENSGEVP00005003287	3	65338598	65505137	1	ENSGEVG00005002357	FAM135A
SEQ	macaca_nemestrina	ENSMNEP00000021117	KQ009238.1	5447673	5562740	-1	ENSMNEG00000034243	FAM135A
SEQ	rhinopithecus_roxellana	ENSRROP00000038515	KN294387.1	2238540	2373832	-1	ENSRROG00000042516	FAM135A
SEQ	dromaius_novaehollandiae	ENSDNVP00000005922	PTEY01000161.1	1287485	1353497	-1	ENSDNVG00000004240	FAM135A
SEQ	mastacembelus_armatus	ENSMAMP00000032392	OOHQ01000028.1	11231588	11246859	-1	ENSMAMG00000021781	fam135a
SEQ	rhinolophus_ferrumequinum	ENSRFEP00010014617	3	32423852	32530398	1	ENSRFEG00010009732	FAM135A
SEQ	otus_sunia	ENSOSUP00000023873	ML998694.1	24737577	24817621	1	ENSOSUG00000016271	FAM135A
SEQ	petromyzon_marinus	ENSPMAP00000003871	GL476389	407085	467739	1	ENSPMAG00000003533	NULL
SEQ	strix_occidentalis_caurina	ENSSOCP00000000904	NIFN01000065.1	563395	637411	1	ENSSOCG00000000719	FAM135A
SEQ	oncorhynchus_mykiss	ENSOMYP00000059673	23	48598393	48604826	1	ENSOMYG00000027568	NULL
SEQ	carassius_auratus	ENSCARP00000073089	QPKE01003059.1	14315	26930	-1	ENSCARG00000033395	fam135a
SEQ	chelydra_serpentina	ENSCSRP00000000379	ML689093.1	41291377	41336648	1	ENSCSRG00000000344	NULL
SEQ	kryptolebias_marmoratus	ENSKMAP00000023796	LWHD01000024.1	2181740	2193593	-1	ENSKMAG00000017630	fam135a
SEQ	manacus_vitellinus	ENSMVIP00005013802	MCBO02000710.1	40851619	40918607	-1	ENSMVIG00005009986	FAM135A
SEQ	xenopus_tropicalis	ENSXETP00000038829	5	91149666	91212337	1	ENSXETG00000017907	fam135a
SEQ	octodon_degus	ENSODEP00000006609	JH651576.1	11072851	11171158	-1	ENSODEG00000004939	FAM135A
SEQ	pseudonaja_textilis	ENSPTXP00000012553	ULFR01000005.1	20186289	20226664	-1	ENSPTXG00000008816	FAM135A
SEQ	physeter_catodon	ENSPCTP00005028677	10	81192006	81320165	1	ENSPCTG00005019869	FAM135A
SEQ	anabas_testudineus	ENSATEP00000029505	OOHO01000014.1	8708429	8723405	-1	ENSATEG00000020365	fam135a
SEQ	ornithorhynchus_anatinus	ENSOANP00000023515	1	82448725	82546633	1	ENSOANG00000014938	FAM135A
SEQ	taeniopygia_guttata	ENSTGUP00000013101	3	29510528	29588481	1	ENSTGUG00000012721	FAM135A
SEQ	gallus_gallus	ENSGALP00000073844	3	82677497	82757736	-1	ENSGALG00000015969	FAM135A
SEQ	mesocricetus_auratus	ENSMAUP00000003578	APMT01215393.1	1482	6108	-1	ENSMAUG00000004037	NULL
SEQ	sorex_araneus	ENSSARP00000001234	GeneScaffold_764	725922	863375	1	ENSSARG00000001343	FAM135A
SEQ	pavo_cristatus	ENSPSTP00000022228	QZWQ01000729.1	157110	204874	-1	ENSPSTG00000016277	FAM135A
SEQ	canis_lupus_familiarisgreatdane	ENSCAFP00040009418	12	33001050	33132167	1	ENSCAFG00040005556	FAM135A
SEQ	periophthalmus_magnuspinnatus	ENSPMGP00000024488	KN462479.1	798915	800246	-1	ENSPMGG00000019812	NULL
SEQ	cavia_porcellus	ENSCPOP00000006367	DS562859.1	55453315	55532226	-1	ENSCPOG00000007057	FAM135A
SEQ	betta_splendens	ENSBSLP00000048983	15	10250701	10260588	1	ENSBSLG00000023290	fam135a
SEQ	neolamprologus_brichardi	ENSNBRP00000018572	JH422347.1	1439751	1453082	1	ENSNBRG00000014275	fam135a
SEQ	sinocyclocheilus_anshuiensis	ENSSANP00000094899	LAVE01S001492.1	838178	867579	1	ENSSANG00000046489	fam135a
SEQ	laticauda_laticaudata	ENSLLTP00000004055	BHFT01026699.1	3940	53912	1	ENSLLTG00000003043	FAM135A
SEQ	chinchilla_lanigera	ENSCLAP00000000618	JH721948.1	5531088	5614991	1	ENSCLAG00000000497	FAM135A
SEQ	ursus_americanus	ENSUAMP00000003211	LZNR01005915.1	130489	190360	-1	ENSUAMG00000002884	NULL
SEQ	leptobrachium_leishanense	ENSLLEP00000013691	11	48412542	48413370	-1	ENSLLEG00000008669	NULL
SEQ	equus_caballus	ENSECAP00000010104	20	63187491	63297012	1	ENSECAG00000011658	FAM135A
SEQ	jaculus_jaculus	ENSJJAP00000012877	JH725446.1	5255325	5337010	-1	ENSJJAG00000015770	Fam135a
SEQ	monodelphis_domestica	ENSMODP00000023165	2	321543275	321545593	1	ENSMODG00000018567	NULL
SEQ	gasterosteus_aculeatus	ENSGACP00000007812	groupVI	7077992	7089038	-1	ENSGACG00000005893	fam135a
SEQ	fundulus_heteroclitus	ENSFHEP00000025412	KN807334.1	902288	914566	1	ENSFHEG00000000196	fam135a
SEQ	haplochromis_burtoni	ENSHBUP00000007300	JH425331.1	3400077	3417490	-1	ENSHBUG00000008772	fam135a
SEQ	numida_meleagris	ENSNMEP00000017126	3	82857350	82919083	-1	ENSNMEG00000015024	FAM135A
SEQ	echeneis_naucrates	ENSENLP00000052037	15	6703910	6719131	-1	ENSENLG00000021768	fam135a
SEQ	corvus_moneduloides	ENSCMUP00000024063	VRTO01000173.1	1681784	1746611	-1	ENSCMUG00000014732	FAM135A
SEQ	dipodomys_ordii	ENSDORP00000002013	KN672671.1	203312	272889	-1	ENSDORG00000002148	NULL
SEQ	meleagris_gallopavo	ENSMGAP00000000317	22	503486	526616	1	ENSMGAG00000000924	FAM135A
SEQ	oncorhynchus_kisutch	ENSOKIP00005058575	MPKV02001286.1	71648	121271	1	ENSOKIG00005024991	NULL
SEQ	monodelphis_domestica	ENSMODP00000048935	2	321547951	321577237	1	ENSMODG00000042039	NULL
SEQ	mandrillus_leucophaeus	ENSMLEP00000031239	KN979261.1	451964	578183	-1	ENSMLEG00000039628	FAM135A
SEQ	mustela_putorius_furo	ENSMPUP00000006115	GL897045.1	3918712	4036181	1	ENSMPUG00000006167	FAM135A
SEQ	microcebus_murinus	ENSMICP00000037099	6	46662345	46755279	1	ENSMICG00000027973	FAM135A
SEQ	felis_catus	ENSFCAP00000017214	B2	66401480	66519264	1	ENSFCAG00000023949	FAM135A
SEQ	spermophilus_dauricus	ENSSDAP00000019439	KZ294176.1	140773	238705	1	ENSSDAG00000017457	FAM135A
SEQ	aquila_chrysaetos_chrysaetos	ENSACCP00020010260	2	78129565	78218173	-1	ENSACCG00020007002	FAM135A
SEQ	stachyris_ruficeps	ENSCRFP00000020223	VZDJ01000302.1	3340273	3418283	-1	ENSCRFG00000015090	FAM135A
SEQ	xiphophorus_couchianus	ENSXCOP00000015588	KQ557215.1	11473223	11477711	-1	ENSXCOG00000011787	NULL
SEQ	salvator_merianae	ENSSMRP00000019464	QVOM01000010.1	28085757	28170953	1	ENSSMRG00000015177	FAM135A
SEQ	sinocyclocheilus_grahami	ENSSGRP00000048853	LCYQ01S000297.1	1285640	1296744	-1	ENSSGRG00000025989	NULL
SEQ	hucho_hucho	ENSHHUP00000024718	QNTS01054627.1	21	1260	-1	ENSHHUG00000015534	NULL
SEQ	cairina_moschata_domestica	ENSCMMP00000013441	3	84083961	84150031	-1	ENSCMMG00000008554	FAM135A
SEQ	pygocentrus_nattereri	ENSPNAP00000025421	KV575357.1	476696	521390	-1	ENSPNAG00000010524	fam135a
SEQ	seriola_lalandi_dorsalis	ENSSLDP00000025857	PEQF01098949.1	616896	632741	1	ENSSLDG00000020061	fam135a
SEQ	ictalurus_punctatus	ENSIPUP00000009280	29	5958233	6022864	1	ENSIPUG00000006232	fam135a
SEQ	cynoglossus_semilaevis	ENSCSEP00000008150	12	7532345	7541673	1	ENSCSEG00000005211	fam135a
SEQ	mus_pahari	MGP_PahariEiJ_P0072282	5	5493110	5571329	-1	MGP_PahariEiJ_G0027247	Fam135a
SEQ	mus_spretus	MGP_SPRETEiJ_P0017921	1	21651844	21735138	-1	MGP_SPRETEiJ_G0014802	Fam135a
SEQ	mus_caroli	MGP_CAROLIEiJ_P0016921	1	19486730	19569091	-1	MGP_CAROLIEiJ_G0013998	Fam135a
SEQ	peromyscus_maniculatus_bairdii	ENSPEMP00000022871	21	50153509	50217512	1	ENSPEMG00000020097	Fam135a
SEQ	meriones_unguiculatus	ENSMUGP00000022879	NHTI01000712.1	305012	374509	1	ENSMUGG00000019014	Fam135a
SEQ	marmota_marmota_marmota	ENSMMMP00000002814	CZRN01000021.1	32223081	32326471	1	ENSMMMG00000002411	FAM135A
SEQ	urocitellus_parryii	ENSUPAP00010015696	QVIC01000089.1	2849660	2945714	1	ENSUPAG00010012439	FAM135A
SEQ	theropithecus_gelada	ENSTGEP00000012484	4	69485501	69603310	1	ENSTGEG00000010168	FAM135A
SEQ	bison_bison_bison	ENSBBBP00000023312	KN264983.1	406340	537426	-1	ENSBBBG00000008563	FAM135A
SEQ	piliocolobus_tephrosceles	ENSPTEP00000011443	PDMG02000232.1	4187975	4323319	1	ENSPTEG00000012768	FAM135A
